Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Albania,ALB,..,532.02843152625,568.403201603477,593.446745665183,591.032643383924,739.345093272667,908.67454726938,1067.81415577833,1098.48316581368,1065.76739836628,1142.96535512577,1123.96810630449,1096.87322889453,1070.69016441863,1018.1002875264,796.353973775973,1420.61479470727,1161.95167669011,1005.93953033667,1021.39350044285,552.252184819181,418.45358899715,453.64407387777,536.363825095196,596.407959255952,663.783995402449,904.346640328557,694.664802792381,734.849913537668,1414.70378393053,1449.64741324695,1351.23079642883,1578.16591882688,1469.26453867857,1797.52548696885,1722.07284972507,1218.36014605619,1213.12436932179,1617.7441562046,1835.68407241763,1943.34335385842,2205.70392004668,2118.32777605579,2533.25282927106,2309.36650255581,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Algeria,DZA,..,133.873489216494,142.875927565045,158.754155440942,170.660457829497,195.692277085572,220.06577274311,233.124175619681,278.970599592338,314.567685275728,330.304372696122,363.442827063612,406.054847375693,417.498445043391,441.287793940104,466.486818403868,485.274488279113,455.40803668367,481.887450745019,522.142149007874,531.583898345847,532.49033852757,559.783095704854,547.99051148495,550.972018135539,559.917949174458,570.517629343269,575.698890148159,618.492768165501,652.801324581596,683.294872292539,709.091460589147,730.808988912893,786.414472257868,804.107088295137,890.625816371804,862.429721920887,894.284691075346,947.291219318706,866.307326953413,1016.63666871378,1123.33273070204,1237.96650680011,1278.91534303028,1362.87191909646,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Angola,AGO,..,92.0411397407982,100.503284600976,113.59155248253,136.362695189444,139.379271070615,60.3062651615652,58.2712293437452,56.3491862805263,58.5748418324146,60.6620871186695,58.5617918334308,60.3153150637499,63.267291047646,52.211424234047,60.6304137614175,58.5265022827758,56.7860233412073,55.2039428806339,53.6020910751907,53.1717990956743,54.453864881429,53.4866416914862,52.0074532799074,50.6526077539812,49.264241775991,51.108559232355,69.3269103396615,73.3091959875781,71.9108476915011,75.2646782438055,82.6165706534257,86.0188441202124,95.8531033808002,87.5353079955401,109.295229983613,144.715351206936,133.267238650675,172.384913941671,189.257653842021,206.454410524705,207.01334286459,219.253430320483,280.214546709728,312.228824978484,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Argentina,ARG,..,874.459352335354,925.316921654107,962.266125350897,993.233054890324,1011.9936088521,1032.48922002898,1081.75122699867,1093.41667378945,1217.17287982878,1243.63146553578,1197.59274612661,1208.66630724677,1259.17370032247,1300.79964440371,1288.87478170294,1330.37062749088,1413.84726954153,1452.30585328234,1320.35657186199,1303.9778990247,1347.59212793615,1410.37729180718,1496.90414611833,1576.76706041903,1648.89513287663,1728.12102600965,1848.00199700321,1967.25444445027,2033.77181116476,2088.80813962555,2120.57994317578,2014.47655733814,2180.32681692764,2293.30936850936,2408.43252466624,2374.09747110948,2455.656576487,2772.84322218275,2730.12323163118,2877.65265331343,2929.07502855568,3000.60352326565,2967.37655805218,3074.70207056563,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2722.59311378676,2689.67362744768,1962.63699174252,1195.02555374374,1045.47751035656,1050.24386544446,1219.92752399533,1509.05384430509,1308.59105468,1307.53358182622,1297.56700485504,1269.22230959781,1236.33065236465,1320.44061960309,1440.32098962916,1521.49973719245,1639.78924432116,1773.15968189515,1669.40774200738,1661.3044182803,1726.25975778146,1807.03331574274,1892.01342889209,1931.2641152077,1961.61039526467,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Australia,AUS,3609.97841208923,3751.64257555848,3880.92889124991,4230.34379671151,4578.88216862202,4781.61664147412,4901.58911138032,5251.19785794814,5416.28360495891,5665.97767672592,5915.26000544514,6153.34628525491,6391.29002503624,6366.1266185178,6699.56253216675,7007.61517959132,7309.09454127753,7525.685721137,7800.53471407314,8129.10362546389,8527.22808539065,8522.15922240222,8550.32866533295,8701.76034414445,8812.48949873985,8994.35590969456,9108.29556004587,9291.08386887725,9783.44289455401,10036.4577829441,10193.9121808594,10636.3776850564,10813.1227291694,10434.8743930758,10554.8158232062,10458.4501931865,10490.48454191,10972.8917398068,10749.1105547503,10791.5930978208,10726.9281831902,10627.2938650379,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Austria,AUT,3019.11615856574,3213.12683638198,3404.469207541,3620.56203999017,3769.02971139242,3734.44547317732,4068.190905456,4137.71416264668,4335.05392866328,4541.53793169678,4684.45775994038,4697.36586551737,4730.57007132163,4827.48406156646,5070.99579259701,5280.77715950527,5321.41297372161,5536.14415362107,5716.83424700642,5896.13556780851,6111.47652011957,6347.22009632373,6227.49804896471,6137.26946343196,6205.80490360652,6344.39308740837,6607.2229774104,6620.44786165131,6706.7086768874,6972.18981612858,7076.26948339438,7333.23195262844,7427.65644509121,7695.08003708217,7808.15779213961,7977.68159741774,8244.40195190479,8207.47473897554,8233.01483290985,7944.79609623168,8382.71115445338,8425.16775320399,8548.88219928111,8509.61158033605,8355.84195182134,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2575.63905573404,2631.13739513134,2276.07694391764,2119.67978652435,1961.82703698828,1951.98438516591,1852.89192322556,1813.67014320799,1936.93921395172,2022.48598540603,2040.4790895311,2106.47006608147,1996.70825200839,2235.45985596483,2281.94787214832,2388.38873430769,2552.28621435433,2118.21052754245,2040.76043544743,1620.3874199013,1603.43137406492,1705.4246326371,2052.65096521176,2092.53652062946,2202.39391828846,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bahrain,BHR,..,1951.7774792113,1963.736335668,2087.44734414074,2282.55217120332,2626.21790855509,3171.78381121543,3661.25175228828,3746.83512997994,4299.89585733914,4612.54612546125,4848.711643323,5205.33747894805,5589.55137292094,15306.0347473755,15926.452215875,16450.5859555227,14702.5086252787,15363.3506592892,15402.6194846254,15621.1247129137,14214.5323289391,18497.9143008989,21644.5049514183,20477.3437315201,20553.595282572,20597.3739601082,21104.9684753358,21251.4257780675,20638.1050081613,20014.7153748584,20130.6008931323,20016.4321100843,19775.0633099955,18983.0859776054,21325.6497114143,21508.3606526589,20592.3436098768,18491.1554482564,17459.6397193091,18038.2960205019,17912.5940518765,17849.244159167,18693.1238778765,19596.9537638231,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bangladesh,BGD,..,10.8344621901914,10.6565476492894,15.4056483138873,17.1364814407469,17.2836296866878,17.5988569033037,18.6078588270346,21.8820318061628,21.4242288164391,19.1111216419,22.833028495485,25.8303950762501,29.4512017558813,32.4260666171201,33.5044055869483,37.9342303718232,39.3953609615888,42.5110007653813,50.5881608588714,49.780969549516,50.4170834669874,60.4072629329329,67.185836594929,71.076500658613,78.232226068037,81.9379989101906,83.7462780217976,88.8143950723661,97.1645811202078,104.607743131888,115.144511165927,122.98637829052,129.392333141108,165.308342361965,176.077326435431,196.939896190329,206.104882269482,207.526924707587,226.04794166683,247.263382529192,265.639421278666,283.46216563492,301.961168038611,320.204158205446,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4380.90097163608,4426.03492250343,3912.8817541112,3450.2392811798,3068.34848929305,2789.97449480086,2806.49606299213,2953.04932292181,3016.28761545337,3005.3642570495,2996.30947501957,3009.40248167179,3000.7456250783,3063.05693858238,3174.05309231742,3245.37208781327,3365.98186513501,3393.90853610514,3481.74351659874,3298.70360737854,3563.6377659834,3628.45728970191,3697.39748396507,3648.32146048641,3679.9788400689,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belgium,BEL,3031.52104556665,3217.04526399951,3612.35553280957,3941.60374143375,4134.39088111142,3887.47742508188,4247.40637999101,4404.82432074193,4623.38968491801,4906.08508077774,4893.88535142965,4910.95328097769,4904.07001489301,5043.97535594266,5285.54376232576,5502.66840922398,5617.41982187269,5876.96299804037,6057.0627320822,6205.76377001633,6380.31321975416,6655.41438110864,6850.66377253598,6881.0721430714,7176.24050686845,7379.73707904784,7527.68854493864,7701.61213093291,7913.05858037159,7944.12980731574,8247.67711254725,8267.18721595245,8311.89267946638,8411.90065701741,8576.22349653402,8509.99707308703,8683.67128500132,8614.67950346801,8521.49673953426,7903.95547887634,8393.94962326946,8028.79873139472,7988.52464388906,7989.67185263518,7709.12307788247,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Benin,BEN,..,10.750621856283,11.8282265512801,18.6275060820413,16.9416441928436,18.0695309425404,19.41937270646,21.2614815641111,46.2550703218956,24.8720058941127,27.7092892029275,31.9361026646228,17.5674705439347,36.6341258268359,32.476756866248,33.4229207846393,31.1045097906553,30.8692130974543,36.1663498009353,33.8173151292444,34.9503143117922,36.7025996121176,38.8236399581905,39.1179411358293,39.3754528177074,41.8250062060181,44.4680805328425,47.9174304667938,44.8204208019301,51.9200047778409,58.1128528298556,61.4690422826465,68.2622487558588,64.6228901989281,70.3225443496545,73.7889498228877,75.0891729566526,79.7180959959635,86.3523998895701,87.873187140374,95.4424698771934,91.5353092699055,93.1212772045692,96.7556085268079,100.225122540037,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bolivia,BOL,..,165.875846294203,174.056411362573,173.84316463094,181.714382192563,189.546206786514,199.669264779046,216.324691311742,227.50493504229,237.257522720245,253.4079698061,266.100483474388,265.034152600164,254.17972259351,252.555159516911,245.005226993944,235.056180487643,233.592965576778,245.733029072178,257.844122589779,266.138681706003,280.540994855132,290.046530334091,312.600422543878,332.806869026636,351.598157940516,369.829188276993,388.285519117078,405.100261697239,418.187283473331,415.881469148509,416.655254780318,429.953102056157,437.242015701412,447.125654658669,476.587322820539,506.94772765444,538.686285490758,527.801705382754,546.597845718585,596.501598731762,629.005085110537,654.481793418873,695.953170328966,742.538399742886,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2937.65569608796,2106.04902045376,1111.32736657222,707.7824442986,893.935868293957,959.245765921051,1126.3340350784,1384.61003139663,1774.61220023795,1834.45113660103,2030.29663230944,2068.42635571395,2092.09639763078,2233.54960019117,2321.8782028769,2389.69694828954,2384.59201407332,2382.54314755078,2986.46528180837,2891.64327673532,3155.60338871809,3343.73527624328,3479.08388747541,3474.2795202965,3446.76666750907,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,586.839322103851,627.288069583279,625.420376858442,640.852246230751,663.81072231956,753.41399153692,846.822165613479,719.126515436221,729.619665660627,769.376633953912,852.734102276823,925.522568229788,922.014709350944,963.000824931192,935.900036346954,962.298884185203,1028.93681938426,1096.56916000772,1073.73697729068,1155.57762451212,1225.31017903143,1274.75446457379,1362.43238287867,1480.01135071851,1464.63910958836,1494.08358153023,1535.09087642012,1542.56621419798,1739.95571021829,1561.06496637067,1503.42214605324,1756.26890428334,2126.50833730902,1815.55806865223,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brazil,BRA,..,459.885690744594,499.041737520049,554.628192626451,604.978513306347,651.496665079686,722.08145266051,790.221838852917,860.302363371917,941.699154733262,1016.653610371,1021.54783486168,1055.95083267276,1111.75212807465,1208.6243211091,1283.05437375734,1354.50346607611,1368.10851224475,1419.63061211194,1449.93138169633,1460.76034878789,1486.22457039677,1494.06149564454,1537.59271699385,1566.76124114953,1634.39803713983,1687.08517674923,1762.41069262762,1808.34318646643,1832.37829562002,1897.35313747888,1747.93960140896,1806.66971449756,1882.26400762918,1956.15935940865,2015.79992356084,2072.36264721709,2167.60658365478,2229.84529915118,2197.12554728151,2374.11665262872,2430.8033959668,2501.47405281669,2568.82970799499,2619.96061573831,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brunei Darussalam,BRN,..,1754.243721945,1675.79670755235,1582.36371471666,1541.21956252579,1478.72248276886,1421.08799448214,1367.94990670467,1318.94815264479,1273.96004349587,1691.77682987843,2264.762199969,2635.09086938587,3079.08485637224,3290.9361750888,3265.77529862018,3217.63419440054,4192.57207561784,4283.89060735504,4298.92864812414,4325.12242918047,4473.91157356974,4819.41787273816,5268.37095863761,5579.4703130722,6384.75467329039,6828.1345405125,7622.82102077844,7755.11994585516,7375.61693387695,7545.81063437036,7181.6347776987,7373.50842892653,8550.976101989,8596.87340895243,8463.11015189776,8431.84439168915,8614.13731948315,8589.40332770195,8840.70579777341,8810.0739490436,8783.60529149987,9240.85626420779,9873.37452802896,10291.1640460845,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bulgaria,BGR,..,2292.65398332669,2486.06608987664,2683.10967899541,2842.2312212192,3035.63618783814,3247.55134925118,3437.79769230149,3648.38702650501,3772.28941053304,3973.69078833408,4125.3534285962,4397.89056454099,4582.12533745396,4772.29459954988,4678.28582339895,4646.26093875636,4838.62032496972,4940.51848666685,4963.17888577321,4758.73190255565,4361.14451575101,3735.52545360956,3807.696906382,3825.38661571836,4211.12513140807,4350.44325925232,3970.13113944689,3932.40178442314,3613.36726660483,3673.60687143429,3859.09002487408,3853.8190041011,3997.90259625094,3971.82273619063,4165.18039235553,4366.91276515184,4523.32287831241,4674.5031505249,4483.7471386375,4560.41491703377,4863.69144110061,4761.9125833848,4639.70632261155,4708.92745757231,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.5133385096927,20.0311083112073,24.2507921335387,26.6367645278983,30.2024370926983,32.7430830442742,36.5163322318782,50.3255055280115,51.4928132133981,55.7151285477354,66.7502727645175,80.725885979583,100.585074724623,114.593706608708,127.930371819728,144.282379271632,165.114514583614,207.233147236208,221.544419489733,271.367258234196,..,..,..,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Cameroon,CMR,..,152.324586802741,155.522399448507,152.987820950087,169.58069964664,174.874588212621,165.961980615328,155.054288018094,155.767382777964,155.04029792601,156.123026800965,198.345396626103,221.12367042166,213.60982199111,204.655927474121,223.715956796308,208.455982792521,207.621536876492,209.743700962365,210.313501023998,199.064726850937,192.290074273071,188.807567407302,190.996798063446,167.258912866949,160.073670653239,165.631019468946,175.398859865583,172.442271570701,177.401732277296,175.261675866454,165.171377074765,155.034949499321,167.134251718587,192.359815756378,186.427765443871,245.669451725267,253.760194320619,267.131835144286,264.932868093093,261.488470639525,256.333136073051,247.425375138479,252.204776146066,275.197913680616,..,..,..,..,..
